,__logger_started__,_checkpoint,_cmp_greater,_nonjson_fields,best_checkpoint_attr_value,best_result,checkpoint_at_end,checkpoint_freq,checkpoint_score_attr,config:dropout,config:hidden_size,config:l1_reg,config:l2_reg,config:num_layers,config:opt_batch_per_epoch,config:ssipp_teacher_heuristic,config:supervised_batch_size,config:target_rollouts_per_epoch,coverage,custom_trial_name,date,done,dropout,episodes_total,error_file,experiment_id,experiment_tag,export_formats,extra_arg,hidden_size,history,hostname,iterations_since_restore,keep_checkpoints_num,l1_reg,l2_reg,last_debug,last_update_time,local_dir,logdir,loggers,max_failures,node_ip,num_failures,num_layers,opt_batch_per_epoch,param_config,pid,resources:cpu,resources:extra_cpu,resources:extra_gpu,resources:gpu,result_logger,results,runner,ssipp_teacher_heuristic,status,supervised_batch_size,sync_function,target_rollouts_per_epoch,time_since_restore,time_this_iter_s,time_total_s,timestamp,timesteps_since_restore,timesteps_total,trainable_name,training_iteration,trial_id,upload_dir,verbose
29,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,7.0,0.0006126343987494139,7.846175696398168e-05,3.0,484.0,h-add,37.0,62.0,0.22777777777777775,,2019-07-08_14-37-12,True,0.0,,,f9923c11cee5436382d9bef726f85d21,"30_dropout=0,hidden_size=7,l1_reg=0.00061263,l2_reg=7.8462e-05,num_layers=3,opt_batch_per_epoch=484,ssipp_teacher_heuristic=h-add,supervised_batch_size=37,target_rollouts_per_epoch=62",[],80049502000000000000004e2e,7,[],astar,1.0,,0.0006126343987494139,7.846175696398168e-05,1562621832.5062394,1562621832.5062418,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_30_dropout=0,hidden_size=7,l1_reg=0.00061263,l2_reg=7.8462e-05,num_layers=3,opt_batch_per_epoch=484,ssipp_teacher_he_2019-07-08_11-44-09nhfi9lbu",80049502000000000000004e2e,3,169.229.222.160,0,3,484,80049502000000000000004e2e,26695.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,37,80049502000000000000004e2e,62,10383.107652425766,10383.107652425766,10383.107652425766,1562621832.0,0.0,,perform_trial,1.0,5d3a91fa,,True
30,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,12.0,1.6017947973591863e-05,5.389777327221147e-05,3.0,278.0,h-add,34.0,16.0,0.1511111111111111,,2019-07-08_14-48-25,True,0.0,,,d0e6280af5194e918e3726808496076a,"31_dropout=0,hidden_size=12,l1_reg=1.6018e-05,l2_reg=5.3898e-05,num_layers=3,opt_batch_per_epoch=278,ssipp_teacher_heuristic=h-add,supervised_batch_size=34,target_rollouts_per_epoch=16",[],80049502000000000000004e2e,12,[],astar,1.0,,1.6017947973591863e-05,5.389777327221147e-05,1562622505.9141557,1562622505.9141572,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_31_dropout=0,hidden_size=12,l1_reg=1.6018e-05,l2_reg=5.3898e-05,num_layers=3,opt_batch_per_epoch=278,ssipp_teacher_h_2019-07-08_11-54-48l2ul1lcf",80049502000000000000004e2e,3,169.229.222.160,0,3,278,80049502000000000000004e2e,26587.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,34,80049502000000000000004e2e,16,10417.51363325119,10417.51363325119,10417.51363325119,1562622505.0,0.0,,perform_trial,1.0,5f0ec2d8,,True
31,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,20.0,1.8980651897874096e-08,1.0059334685376237e-05,3.0,1364.0,lm-cut,35.0,13.0,0.10333333333333333,,2019-07-08_17-04-13,True,0.0,,,84f906a1e99c48e38daf76245136cac5,"32_dropout=0,hidden_size=20,l1_reg=1.8981e-08,l2_reg=1.0059e-05,num_layers=3,opt_batch_per_epoch=1364,ssipp_teacher_heuristic=lm-cut,supervised_batch_size=35,target_rollouts_per_epoch=13",[],80049502000000000000004e2e,20,[],astar,1.0,,1.8980651897874096e-08,1.0059334685376237e-05,1562630653.7333534,1562630653.733357,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_32_dropout=0,hidden_size=20,l1_reg=1.8981e-08,l2_reg=1.0059e-05,num_layers=3,opt_batch_per_epoch=1364,ssipp_teacher__2019-07-08_14-11-05e2dhngra",80049502000000000000004e2e,3,169.229.222.160,0,3,1364,80049502000000000000004e2e,372.0,0,0,0,0,,80049502000000000000004e2e,,lm-cut,TERMINATED,35,80049502000000000000004e2e,13,10388.084822654724,10388.084822654724,10388.084822654724,1562630653.0,0.0,,perform_trial,1.0,dbf672c2,,True
32,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.25,32.0,6.8584455398927215e-06,1.3345897475413187e-05,3.0,1632.0,h-add,36.0,10.0,0.0,,2019-07-08_17-19-54,True,0.25,,,2db835518e0046589c9c12deef200902,"33_dropout=0.25,hidden_size=32,l1_reg=6.8584e-06,l2_reg=1.3346e-05,num_layers=3,opt_batch_per_epoch=1632,ssipp_teacher_heuristic=h-add,supervised_batch_size=36,target_rollouts_per_epoch=10",[],80049502000000000000004e2e,32,[],astar,1.0,,6.8584455398927215e-06,1.3345897475413187e-05,1562631594.6582372,1562631594.6582406,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_33_dropout=0.25,hidden_size=32,l1_reg=6.8584e-06,l2_reg=1.3346e-05,num_layers=3,opt_batch_per_epoch=1632,ssipp_teach_2019-07-08_14-25-41jgbrbxqq",80049502000000000000004e2e,3,169.229.222.160,0,3,1632,80049502000000000000004e2e,367.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,36,80049502000000000000004e2e,10,10453.170582294464,10453.170582294464,10453.170582294464,1562631594.0,0.0,,perform_trial,1.0,e5d237a0,,True
33,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,8.0,2.156723867273658e-06,2.0449443483361322e-05,3.0,943.0,lm-cut,34.0,25.0,0.19,,2019-07-08_17-34-13,True,0.0,,,d1d5ee8b74494629a6bbe94c724eb5ec,"34_dropout=0,hidden_size=8,l1_reg=2.1567e-06,l2_reg=2.0449e-05,num_layers=3,opt_batch_per_epoch=943,ssipp_teacher_heuristic=lm-cut,supervised_batch_size=34,target_rollouts_per_epoch=25",[],80049502000000000000004e2e,8,[],astar,1.0,,2.156723867273658e-06,2.0449443483361322e-05,1562632453.9570389,1562632453.9570403,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_34_dropout=0,hidden_size=8,l1_reg=2.1567e-06,l2_reg=2.0449e-05,num_layers=3,opt_batch_per_epoch=943,ssipp_teacher_he_2019-07-08_14-37-1263khqdov",80049502000000000000004e2e,3,169.229.222.160,0,3,943,80049502000000000000004e2e,333.0,0,0,0,0,,80049502000000000000004e2e,,lm-cut,TERMINATED,34,80049502000000000000004e2e,25,10620.901359558105,10620.901359558105,10620.901359558105,1562632453.0,0.0,,perform_trial,1.0,efc95de0,,True
34,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,4.0,0.00038517373042175904,5.552814180619157e-05,3.0,1911.0,lm-cut,36.0,58.0,0.12666666666666665,,2019-07-08_17-45-12,True,0.0,,,d3780d420f134765b34cea7775fcc87c,"35_dropout=0,hidden_size=4,l1_reg=0.00038517,l2_reg=5.5528e-05,num_layers=3,opt_batch_per_epoch=1911,ssipp_teacher_heuristic=lm-cut,supervised_batch_size=36,target_rollouts_per_epoch=58",[],80049502000000000000004e2e,4,[],astar,1.0,,0.00038517373042175904,5.552814180619157e-05,1562633112.4271226,1562633112.427124,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_35_dropout=0,hidden_size=4,l1_reg=0.00038517,l2_reg=5.5528e-05,num_layers=3,opt_batch_per_epoch=1911,ssipp_teacher_h_2019-07-08_14-48-266niv2tzo",80049502000000000000004e2e,3,169.229.222.160,0,3,1911,80049502000000000000004e2e,25940.0,0,0,0,0,,80049502000000000000004e2e,,lm-cut,TERMINATED,36,80049502000000000000004e2e,58,10606.034667015076,10606.034667015076,10606.034667015076,1562633112.0,0.0,,perform_trial,1.0,8c33389e,,True
35,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,,,,,,,,,,,,,,0.0,,,,"36_dropout=0,hidden_size=6,l1_reg=0.0016545,l2_reg=0.00040351,num_layers=3,opt_batch_per_epoch=1734,ssipp_teacher_heuristic=h-add,supervised_batch_size=37,target_rollouts_per_epoch=70",[],80049502000000000000004e2e,6,[],,,,0.0016545179425068858,0.0004035105886059946,0.0,-inf,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_36_dropout=0,hidden_size=6,l1_reg=0.0016545,l2_reg=0.00040351,num_layers=3,opt_batch_per_epoch=1734,ssipp_teacher_he_2019-07-08_17-04-15v_b_5sas",80049502000000000000004e2e,3,,0,3,1734,80049502000000000000004e2e,,0,0,0,0,,80049502000000000000004e2e,,h-add,ERROR,37,80049502000000000000004e2e,70,,,,,,,perform_trial,,1d92240c,,True
36,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,6.0,0.0021614926191564753,0.00015649073162858783,3.0,669.0,h-add,35.0,61.0,0.13666666666666666,,2019-07-08_19-58-47,True,0.0,,,a30cce49c8b8462da0f57cbf8c6143fe,"37_dropout=0,hidden_size=6,l1_reg=0.0021615,l2_reg=0.00015649,num_layers=3,opt_batch_per_epoch=669,ssipp_teacher_heuristic=h-add,supervised_batch_size=35,target_rollouts_per_epoch=61",[],80049502000000000000004e2e,6,[],astar,1.0,,0.0021614926191564753,0.00015649073162858783,1562641127.148754,1562641127.148758,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_37_dropout=0,hidden_size=6,l1_reg=0.0021615,l2_reg=0.00015649,num_layers=3,opt_batch_per_epoch=669,ssipp_teacher_heu_2019-07-08_17-19-56jj2wv8hi",80049502000000000000004e2e,3,169.229.222.160,0,3,669,80049502000000000000004e2e,19854.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,35,80049502000000000000004e2e,61,9529.459025144577,9529.459025144577,9529.459025144577,1562641127.0,0.0,,perform_trial,1.0,16edfe6a,,True
37,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,6.0,0.0021614926191564753,0.00015649073162858783,3.0,669.0,h-add,35.0,61.0,0.21555555555555553,,2019-07-08_20-14-06,True,0.0,,,ce38585c868b443e815d54305493c8ed,"38_dropout=0,hidden_size=6,l1_reg=0.0021615,l2_reg=0.00015649,num_layers=3,opt_batch_per_epoch=669,ssipp_teacher_heuristic=h-add,supervised_batch_size=35,target_rollouts_per_epoch=61",[],80049502000000000000004e2e,6,[],astar,1.0,,0.0021614926191564753,0.00015649073162858783,1562642046.8783178,1562642046.878322,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_38_dropout=0,hidden_size=6,l1_reg=0.0021615,l2_reg=0.00015649,num_layers=3,opt_batch_per_epoch=669,ssipp_teacher_heu_2019-07-08_17-25-25vppunesx",80049502000000000000004e2e,3,169.229.222.160,0,3,669,80049502000000000000004e2e,25942.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,35,80049502000000000000004e2e,61,10120.722293376923,10120.722293376923,10120.722293376923,1562642046.0,0.0,,perform_trial,1.0,47b9e250,,True
38,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,10.0,0.02231881419384041,9.177567989860212e-05,2.0,526.0,lm-cut,36.0,54.0,0.0,,2019-07-08_20-28-07,True,0.0,,,f4aaa5fdaffa47009bb3efd98588ed1e,"39_dropout=0,hidden_size=10,l1_reg=0.022319,l2_reg=9.1776e-05,num_layers=2,opt_batch_per_epoch=526,ssipp_teacher_heuristic=lm-cut,supervised_batch_size=36,target_rollouts_per_epoch=54",[],80049502000000000000004e2e,10,[],astar,1.0,,0.02231881419384041,9.177567989860212e-05,1562642887.569694,1562642887.5696962,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_39_dropout=0,hidden_size=10,l1_reg=0.022319,l2_reg=9.1776e-05,num_layers=2,opt_batch_per_epoch=526,ssipp_teacher_heu_2019-07-08_17-34-14t1ir6r57",80049502000000000000004e2e,3,169.229.222.160,0,2,526,80049502000000000000004e2e,356.0,0,0,0,0,,80049502000000000000004e2e,,lm-cut,TERMINATED,36,80049502000000000000004e2e,54,10433.031472682953,10433.031472682953,10433.031472682953,1562642887.0,0.0,,perform_trial,1.0,0c09fc12,,True
39,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,12.0,0.015107588394905423,5.8164613578748364e-05,2.0,859.0,h-add,37.0,142.0,0.0,,2019-07-08_20-38-42,True,0.0,,,65413b78e7284f92a5800e95d3f01faa,"40_dropout=0,hidden_size=12,l1_reg=0.015108,l2_reg=5.8165e-05,num_layers=2,opt_batch_per_epoch=859,ssipp_teacher_heuristic=h-add,supervised_batch_size=37,target_rollouts_per_epoch=142",[],80049502000000000000004e2e,12,[],astar,1.0,,0.015107588394905423,5.8164613578748364e-05,1562643522.8969338,1562643522.896935,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_40_dropout=0,hidden_size=12,l1_reg=0.015108,l2_reg=5.8165e-05,num_layers=2,opt_batch_per_epoch=859,ssipp_teacher_heu_2019-07-08_17-45-12eno8qv7n",80049502000000000000004e2e,3,169.229.222.160,0,2,859,80049502000000000000004e2e,19853.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,37,80049502000000000000004e2e,142,10409.9683406353,10409.9683406353,10409.9683406353,1562643522.0,0.0,,perform_trial,1.0,471d8d86,,True
40,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,,,,,,,,,,,,,,0.0,,,,"41_dropout=0,hidden_size=13,l1_reg=0.0023949,l2_reg=3.8002e-05,num_layers=2,opt_batch_per_epoch=1617,ssipp_teacher_heuristic=h-add,supervised_batch_size=54,target_rollouts_per_epoch=131",[],80049502000000000000004e2e,13,[],,,,0.0023948831769185146,3.800223109099955e-05,0.0,-inf,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_41_dropout=0,hidden_size=13,l1_reg=0.0023949,l2_reg=3.8002e-05,num_layers=2,opt_batch_per_epoch=1617,ssipp_teacher_h_2019-07-08_19-58-49pfcunjiv",80049502000000000000004e2e,3,,0,2,1617,80049502000000000000004e2e,,0,0,0,0,,80049502000000000000004e2e,,h-add,ERROR,54,80049502000000000000004e2e,131,,,,,,,perform_trial,,cf8e63a6,,True
41,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,12.0,0.0008906329108189197,0.00011576222972213862,3.0,1622.0,h-add,114.0,100.0,0.15333333333333332,,2019-07-08_22-50-37,True,0.0,,,b3593bdc59464a39848c7b3f40c32f23,"42_dropout=0,hidden_size=12,l1_reg=0.00089063,l2_reg=0.00011576,num_layers=3,opt_batch_per_epoch=1622,ssipp_teacher_heuristic=h-add,supervised_batch_size=114,target_rollouts_per_epoch=100",[],80049502000000000000004e2e,12,[],astar,1.0,,0.0008906329108189197,0.00011576222972213862,1562651437.1376302,1562651437.137633,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_42_dropout=0,hidden_size=12,l1_reg=0.00089063,l2_reg=0.00011576,num_layers=3,opt_batch_per_epoch=1622,ssipp_teacher__2019-07-08_20-14-08nd8ge91o",80049502000000000000004e2e,3,169.229.222.160,0,3,1622,80049502000000000000004e2e,25030.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,114,80049502000000000000004e2e,100,9387.823667049408,9387.823667049408,9387.823667049408,1562651437.0,0.0,,perform_trial,1.0,799a2792,,True
42,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,,,,,,,,,,,,,,0.0,,,,"43_dropout=0,hidden_size=12,l1_reg=0.00089063,l2_reg=0.00011576,num_layers=3,opt_batch_per_epoch=1622,ssipp_teacher_heuristic=h-add,supervised_batch_size=114,target_rollouts_per_epoch=100",[],80049502000000000000004e2e,12,[],,,,0.0008906329108189197,0.00011576222972213862,0.0,-inf,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_43_dropout=0,hidden_size=12,l1_reg=0.00089063,l2_reg=0.00011576,num_layers=3,opt_batch_per_epoch=1622,ssipp_teacher__2019-07-08_20-19-230tgxrbhg",80049502000000000000004e2e,3,,0,3,1622,80049502000000000000004e2e,,0,0,0,0,,80049502000000000000004e2e,,h-add,ERROR,114,80049502000000000000004e2e,100,,,,,,,perform_trial,,9de2dd68,,True
43,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,,,,,,,,,,,,,,0.0,,,,"44_dropout=0,hidden_size=12,l1_reg=0.00089063,l2_reg=0.00011576,num_layers=3,opt_batch_per_epoch=1622,ssipp_teacher_heuristic=h-add,supervised_batch_size=114,target_rollouts_per_epoch=100",[],80049502000000000000004e2e,12,[],,,,0.0008906329108189197,0.00011576222972213862,0.0,-inf,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_44_dropout=0,hidden_size=12,l1_reg=0.00089063,l2_reg=0.00011576,num_layers=3,opt_batch_per_epoch=1622,ssipp_teacher__2019-07-08_20-20-01yxhnzquh",80049502000000000000004e2e,3,,0,3,1622,80049502000000000000004e2e,,0,0,0,0,,80049502000000000000004e2e,,h-add,ERROR,114,80049502000000000000004e2e,100,,,,,,,perform_trial,,59325300,,True
44,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,,,,,,,,,,,,,,0.0,,,,"45_dropout=0,hidden_size=12,l1_reg=0.00089063,l2_reg=0.00011576,num_layers=3,opt_batch_per_epoch=1622,ssipp_teacher_heuristic=h-add,supervised_batch_size=114,target_rollouts_per_epoch=100",[],80049502000000000000004e2e,12,[],,,,0.0008906329108189197,0.00011576222972213862,0.0,-inf,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_45_dropout=0,hidden_size=12,l1_reg=0.00089063,l2_reg=0.00011576,num_layers=3,opt_batch_per_epoch=1622,ssipp_teacher__2019-07-08_20-20-07zhqm_r08",80049502000000000000004e2e,3,,0,3,1622,80049502000000000000004e2e,,0,0,0,0,,80049502000000000000004e2e,,h-add,ERROR,114,80049502000000000000004e2e,100,,,,,,,perform_trial,,702df9e2,,True
45,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,,,,,,,,,,,,,,0.0,,,,"46_dropout=0,hidden_size=12,l1_reg=0.00089063,l2_reg=0.00011576,num_layers=3,opt_batch_per_epoch=1622,ssipp_teacher_heuristic=h-add,supervised_batch_size=114,target_rollouts_per_epoch=100",[],80049502000000000000004e2e,12,[],,,,0.0008906329108189197,0.00011576222972213862,0.0,-inf,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_46_dropout=0,hidden_size=12,l1_reg=0.00089063,l2_reg=0.00011576,num_layers=3,opt_batch_per_epoch=1622,ssipp_teacher__2019-07-08_20-20-12rec9vuyp",80049502000000000000004e2e,3,,0,3,1622,80049502000000000000004e2e,,0,0,0,0,,80049502000000000000004e2e,,h-add,ERROR,114,80049502000000000000004e2e,100,,,,,,,perform_trial,,735fd626,,True
46,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,,,,,,,,,,,,,,0.0,,,,"47_dropout=0,hidden_size=12,l1_reg=0.00089063,l2_reg=0.00011576,num_layers=3,opt_batch_per_epoch=1622,ssipp_teacher_heuristic=h-add,supervised_batch_size=114,target_rollouts_per_epoch=100",[],80049502000000000000004e2e,12,[],,,,0.0008906329108189197,0.00011576222972213862,0.0,-inf,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_47_dropout=0,hidden_size=12,l1_reg=0.00089063,l2_reg=0.00011576,num_layers=3,opt_batch_per_epoch=1622,ssipp_teacher__2019-07-08_20-20-18zk55oyt6",80049502000000000000004e2e,3,,0,3,1622,80049502000000000000004e2e,,0,0,0,0,,80049502000000000000004e2e,,h-add,ERROR,114,80049502000000000000004e2e,100,,,,,,,perform_trial,,767c9e5c,,True
47,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,12.0,0.0008906329108189197,0.00011576222972213862,3.0,1622.0,h-add,114.0,100.0,0.2344444444444444,,2019-07-08_23-04-46,True,0.0,,,b4fb140f39f24def9dec711f6498e29f,"48_dropout=0,hidden_size=12,l1_reg=0.00089063,l2_reg=0.00011576,num_layers=3,opt_batch_per_epoch=1622,ssipp_teacher_heuristic=h-add,supervised_batch_size=114,target_rollouts_per_epoch=100",[],80049502000000000000004e2e,12,[],astar,1.0,,0.0008906329108189197,0.00011576222972213862,1562652286.4256027,1562652286.4256065,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_48_dropout=0,hidden_size=12,l1_reg=0.00089063,l2_reg=0.00011576,num_layers=3,opt_batch_per_epoch=1622,ssipp_teacher__2019-07-08_20-20-26q3lt52rm",80049502000000000000004e2e,3,169.229.222.160,0,3,1622,80049502000000000000004e2e,19841.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,114,80049502000000000000004e2e,100,9858.818280696869,9858.818280696869,9858.818280696869,1562652286.0,0.0,,perform_trial,1.0,7a64f15e,,True
48,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,13.0,6.7974594889085565e-06,1.1890861378428512e-05,1.0,1506.0,h-add,36.0,77.0,0.060000000000000005,,2019-07-08_23-19-00,True,0.0,,,0d4787d3390c4fd58820cdcd5ef34543,"49_dropout=0,hidden_size=13,l1_reg=6.7975e-06,l2_reg=1.1891e-05,num_layers=1,opt_batch_per_epoch=1506,ssipp_teacher_heuristic=h-add,supervised_batch_size=36,target_rollouts_per_epoch=77",[],80049502000000000000004e2e,13,[],astar,1.0,,6.7974594889085565e-06,1.1890861378428512e-05,1562653140.3947935,1562653140.394795,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_49_dropout=0,hidden_size=13,l1_reg=6.7975e-06,l2_reg=1.1891e-05,num_layers=1,opt_batch_per_epoch=1506,ssipp_teacher__2019-07-08_20-28-0806rx99x6",80049502000000000000004e2e,3,169.229.222.160,0,1,1506,80049502000000000000004e2e,25950.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,36,80049502000000000000004e2e,77,10252.211802959442,10252.211802959442,10252.211802959442,1562653140.0,0.0,,perform_trial,1.0,7f2d5848,,True
