,__logger_started__,_checkpoint,_cmp_greater,_nonjson_fields,best_checkpoint_attr_value,best_result,checkpoint_at_end,checkpoint_freq,checkpoint_score_attr,config:dropout,config:hidden_size,config:l1_reg,config:l2_reg,config:num_layers,config:opt_batch_per_epoch,config:ssipp_teacher_heuristic,config:supervised_batch_size,config:target_rollouts_per_epoch,coverage,custom_trial_name,date,done,dropout,episodes_total,error_file,experiment_id,experiment_tag,export_formats,extra_arg,hidden_size,history,hostname,iterations_since_restore,keep_checkpoints_num,l1_reg,l2_reg,last_debug,last_update_time,local_dir,logdir,loggers,max_failures,node_ip,num_failures,num_layers,opt_batch_per_epoch,param_config,pid,resources:cpu,resources:extra_cpu,resources:extra_gpu,resources:gpu,result_logger,results,runner,ssipp_teacher_heuristic,status,supervised_batch_size,sync_function,target_rollouts_per_epoch,time_since_restore,time_this_iter_s,time_total_s,timestamp,timesteps_since_restore,timesteps_total,trainable_name,training_iteration,trial_id,upload_dir,verbose
10,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.1,18.0,3.229136601100512e-05,0.0019067246045035104,1.0,268.0,h-add,112.0,34.0,0.11,,2019-07-08_03-00-15,True,0.1,,,b68c4a1309a146d99080b5e085b4e475,"11_dropout=0.1,hidden_size=18,l1_reg=3.2291e-05,l2_reg=0.0019067,num_layers=1,opt_batch_per_epoch=268,ssipp_teacher_heuristic=h-add,supervised_batch_size=112,target_rollouts_per_epoch=34",[],80049502000000000000004e2e,18,[],astar,1.0,,3.229136601100512e-05,0.0019067246045035104,1562580015.1942115,1562580015.1942132,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_11_dropout=0.1,hidden_size=18,l1_reg=3.2291e-05,l2_reg=0.0019067,num_layers=1,opt_batch_per_epoch=268,ssipp_teacher__2019-07-08_00-06-56hx4jf77g",80049502000000000000004e2e,3,169.229.222.160,0,1,268,80049502000000000000004e2e,25056.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,112,80049502000000000000004e2e,34,10398.475756406784,10398.475756406784,10398.475756406784,1562580015.0,0.0,,perform_trial,1.0,a9320d52,,True
11,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,9.0,0.0991405085961735,0.08088049718204166,3.0,1625.0,lm-cut,110.0,35.0,0.0,,2019-07-08_03-11-52,True,0.0,,,ac4bb40444284fe2b1a341ab6c92eae7,"12_dropout=0,hidden_size=9,l1_reg=0.099141,l2_reg=0.08088,num_layers=3,opt_batch_per_epoch=1625,ssipp_teacher_heuristic=lm-cut,supervised_batch_size=110,target_rollouts_per_epoch=35",[],80049502000000000000004e2e,9,[],astar,1.0,,0.0991405085961735,0.08088049718204166,1562580712.8954759,1562580712.8954773,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_12_dropout=0,hidden_size=9,l1_reg=0.099141,l2_reg=0.08088,num_layers=3,opt_batch_per_epoch=1625,ssipp_teacher_heuris_2019-07-08_00-15-12qhpv2ow9",80049502000000000000004e2e,3,169.229.222.160,0,3,1625,80049502000000000000004e2e,371.0,0,0,0,0,,80049502000000000000004e2e,,lm-cut,TERMINATED,110,80049502000000000000004e2e,35,10599.99100279808,10599.99100279808,10599.99100279808,1562580712.0,0.0,,perform_trial,1.0,f8d50b32,,True
12,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,,,,,,,,,,,,,,0.1,,,,"13_dropout=0.1,hidden_size=16,l1_reg=0.00022723,l2_reg=0.0052092,num_layers=3,opt_batch_per_epoch=1790,ssipp_teacher_heuristic=lm-cut,supervised_batch_size=59,target_rollouts_per_epoch=47",[],80049502000000000000004e2e,16,[],,,,0.000227230065980183,0.005209161854395368,0.0,-inf,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_13_dropout=0.1,hidden_size=16,l1_reg=0.00022723,l2_reg=0.0052092,num_layers=3,opt_batch_per_epoch=1790,ssipp_teacher_2019-07-08_02-33-17xxn_33q2",80049502000000000000004e2e,3,,0,3,1790,80049502000000000000004e2e,,0,0,0,0,,80049502000000000000004e2e,,lm-cut,ERROR,59,80049502000000000000004e2e,47,,,,,,,perform_trial,,209e16b2,,True
13,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,18.0,0.0019482936596465642,0.00030610087820975135,2.0,1735.0,h-add,32.0,27.0,0.16000000000000003,,2019-07-08_05-23-22,True,0.0,,,c63a33b7561a4d45a9cd28e124d71f62,"14_dropout=0,hidden_size=18,l1_reg=0.0019483,l2_reg=0.0003061,num_layers=2,opt_batch_per_epoch=1735,ssipp_teacher_heuristic=h-add,supervised_batch_size=32,target_rollouts_per_epoch=27",[],80049502000000000000004e2e,18,[],astar,1.0,,0.0019482936596465642,0.00030610087820975135,1562588602.5135067,1562588602.5135098,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_14_dropout=0,hidden_size=18,l1_reg=0.0019483,l2_reg=0.0003061,num_layers=2,opt_batch_per_epoch=1735,ssipp_teacher_he_2019-07-08_02-45-321yfgmz0d",80049502000000000000004e2e,3,169.229.222.160,0,2,1735,80049502000000000000004e2e,25936.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,32,80049502000000000000004e2e,27,9468.988768815994,9468.988768815994,9468.988768815994,1562588602.0,0.0,,perform_trial,1.0,6af2d3b6,,True
14,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,18.0,0.0019482936596465642,0.00030610087820975135,2.0,1735.0,h-add,32.0,27.0,0.1822222222222222,,2019-07-08_05-39-54,True,0.0,,,52359c5a4aa241f3aee279e982318897,"15_dropout=0,hidden_size=18,l1_reg=0.0019483,l2_reg=0.0003061,num_layers=2,opt_batch_per_epoch=1735,ssipp_teacher_heuristic=h-add,supervised_batch_size=32,target_rollouts_per_epoch=27",[],80049502000000000000004e2e,18,[],astar,1.0,,0.0019482936596465642,0.00030610087820975135,1562589594.8138914,1562589594.8138945,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_15_dropout=0,hidden_size=18,l1_reg=0.0019483,l2_reg=0.0003061,num_layers=2,opt_batch_per_epoch=1735,ssipp_teacher_he_2019-07-08_02-53-23bor3_vsy",80049502000000000000004e2e,3,169.229.222.160,0,2,1735,80049502000000000000004e2e,26554.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,32,80049502000000000000004e2e,27,9990.83650970459,9990.83650970459,9990.83650970459,1562589594.0,0.0,,perform_trial,1.0,20c42b1c,,True
15,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.1,12.0,0.9901014431530859,3.433822195828845e-05,1.0,1733.0,lm-cut,41.0,14.0,0.0,,2019-07-08_05-54-13,True,0.1,,,8b9fa8e87c2741b8af600d269edac35d,"16_dropout=0.1,hidden_size=12,l1_reg=0.9901,l2_reg=3.4338e-05,num_layers=1,opt_batch_per_epoch=1733,ssipp_teacher_heuristic=lm-cut,supervised_batch_size=41,target_rollouts_per_epoch=14",[],80049502000000000000004e2e,12,[],astar,1.0,,0.9901014431530859,3.433822195828845e-05,1562590453.3452458,1562590453.345248,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_16_dropout=0.1,hidden_size=12,l1_reg=0.9901,l2_reg=3.4338e-05,num_layers=1,opt_batch_per_epoch=1733,ssipp_teacher_he_2019-07-08_03-00-15zeiao5m2",80049502000000000000004e2e,3,169.229.222.160,0,1,1733,80049502000000000000004e2e,25949.0,0,0,0,0,,80049502000000000000004e2e,,lm-cut,TERMINATED,41,80049502000000000000004e2e,14,10437.651945829391,10437.651945829391,10437.651945829391,1562590453.0,0.0,,perform_trial,1.0,397eb162,,True
16,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.1,10.0,0.00513730282932406,0.00022172169225765617,3.0,1813.0,h-add,47.0,33.0,0.051111111111111114,,2019-07-08_06-05-56,True,0.1,,,3459eb76471048ef83c89036d46b25ec,"17_dropout=0.1,hidden_size=10,l1_reg=0.0051373,l2_reg=0.00022172,num_layers=3,opt_batch_per_epoch=1813,ssipp_teacher_heuristic=h-add,supervised_batch_size=47,target_rollouts_per_epoch=33",[],80049502000000000000004e2e,10,[],astar,1.0,,0.00513730282932406,0.00022172169225765617,1562591156.8048918,1562591156.8048933,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_17_dropout=0.1,hidden_size=10,l1_reg=0.0051373,l2_reg=0.00022172,num_layers=3,opt_batch_per_epoch=1813,ssipp_teacher_2019-07-08_03-11-53sbvh86u4",80049502000000000000004e2e,3,169.229.222.160,0,3,1813,80049502000000000000004e2e,25058.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,47,80049502000000000000004e2e,33,10443.494262933731,10443.494262933731,10443.494262933731,1562591156.0,0.0,,perform_trial,1.0,2f1934e4,,True
17,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,,,,,,,,,,,,,,0.0,,,,"18_dropout=0,hidden_size=8,l1_reg=0.25663,l2_reg=2.7855e-05,num_layers=3,opt_batch_per_epoch=1721,ssipp_teacher_heuristic=lm-cut,supervised_batch_size=34,target_rollouts_per_epoch=38",[],80049502000000000000004e2e,8,[],,,,0.25663164047479925,2.785503545918785e-05,0.0,-inf,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_18_dropout=0,hidden_size=8,l1_reg=0.25663,l2_reg=2.7855e-05,num_layers=3,opt_batch_per_epoch=1721,ssipp_teacher_heur_2019-07-08_05-23-242zrxe38t",80049502000000000000004e2e,3,,0,3,1721,80049502000000000000004e2e,,0,0,0,0,,80049502000000000000004e2e,,lm-cut,ERROR,34,80049502000000000000004e2e,38,,,,,,,perform_trial,,cef3b448,,True
18,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,15.0,0.2330190039183011,0.00015856474614183257,3.0,1879.0,lm-cut,46.0,11.0,0.0,,2019-07-08_08-22-03,True,0.0,,,786acc1e298c42d3848a533a0fc7710c,"19_dropout=0,hidden_size=15,l1_reg=0.23302,l2_reg=0.00015856,num_layers=3,opt_batch_per_epoch=1879,ssipp_teacher_heuristic=lm-cut,supervised_batch_size=46,target_rollouts_per_epoch=11",[],80049502000000000000004e2e,15,[],astar,1.0,,0.2330190039183011,0.00015856474614183257,1562599323.5276675,1562599323.5276713,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_19_dropout=0,hidden_size=15,l1_reg=0.23302,l2_reg=0.00015856,num_layers=3,opt_batch_per_epoch=1879,ssipp_teacher_heu_2019-07-08_05-39-56zl8ea5y6",80049502000000000000004e2e,3,169.229.222.160,0,3,1879,80049502000000000000004e2e,361.0,0,0,0,0,,80049502000000000000004e2e,,lm-cut,TERMINATED,46,80049502000000000000004e2e,11,9726.622911453247,9726.622911453247,9726.622911453247,1562599323.0,0.0,,perform_trial,1.0,2e42d1c4,,True
19,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,15.0,0.2330190039183011,0.00015856474614183257,3.0,1879.0,lm-cut,46.0,11.0,0.0,,2019-07-08_08-37-14,True,0.0,,,88dc7989b9854f9f8df75fcdae0999a7,"20_dropout=0,hidden_size=15,l1_reg=0.23302,l2_reg=0.00015856,num_layers=3,opt_batch_per_epoch=1879,ssipp_teacher_heuristic=lm-cut,supervised_batch_size=46,target_rollouts_per_epoch=11",[],80049502000000000000004e2e,15,[],astar,1.0,,0.2330190039183011,0.00015856474614183257,1562600234.8192518,1562600234.819256,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_20_dropout=0,hidden_size=15,l1_reg=0.23302,l2_reg=0.00015856,num_layers=3,opt_batch_per_epoch=1879,ssipp_teacher_heu_2019-07-08_05-46-49me0wwzs6",80049502000000000000004e2e,3,169.229.222.160,0,3,1879,80049502000000000000004e2e,355.0,0,0,0,0,,80049502000000000000004e2e,,lm-cut,TERMINATED,46,80049502000000000000004e2e,11,10224.881942987442,10224.881942987442,10224.881942987442,1562600234.0,0.0,,perform_trial,1.0,7dcb1574,,True
20,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.5,10.0,0.0037557320059252754,2.1819037944073402e-05,3.0,263.0,h-add,34.0,18.0,0.0,,2019-07-08_08-53-02,True,0.5,,,48b1bc3d916c4a6797150000a88a345d,"21_dropout=0.5,hidden_size=10,l1_reg=0.0037557,l2_reg=2.1819e-05,num_layers=3,opt_batch_per_epoch=263,ssipp_teacher_heuristic=h-add,supervised_batch_size=34,target_rollouts_per_epoch=18",[],80049502000000000000004e2e,10,[],astar,1.0,,0.0037557320059252754,2.1819037944073402e-05,1562601182.2390494,1562601182.2390509,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_21_dropout=0.5,hidden_size=10,l1_reg=0.0037557,l2_reg=2.1819e-05,num_layers=3,opt_batch_per_epoch=263,ssipp_teacher__2019-07-08_05-54-13buj8iien",80049502000000000000004e2e,3,169.229.222.160,0,3,263,80049502000000000000004e2e,25933.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,34,80049502000000000000004e2e,18,10728.445541143417,10728.445541143417,10728.445541143417,1562601182.0,0.0,,perform_trial,1.0,7406409e,,True
21,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,19.0,4.403760357095892e-08,0.002331336567786357,3.0,1462.0,h-add,36.0,27.0,0.16777777777777778,,2019-07-08_09-02-09,True,0.0,,,ca4b03abd93e4fb39e921538bde047cd,"22_dropout=0,hidden_size=19,l1_reg=4.4038e-08,l2_reg=0.0023313,num_layers=3,opt_batch_per_epoch=1462,ssipp_teacher_heuristic=h-add,supervised_batch_size=36,target_rollouts_per_epoch=27",[],80049502000000000000004e2e,19,[],astar,1.0,,4.403760357095892e-08,0.002331336567786357,1562601729.6391282,1562601729.6391299,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_22_dropout=0,hidden_size=19,l1_reg=4.4038e-08,l2_reg=0.0023313,num_layers=3,opt_batch_per_epoch=1462,ssipp_teacher_h_2019-07-08_06-05-57yed2pgvm",80049502000000000000004e2e,3,169.229.222.160,0,3,1462,80049502000000000000004e2e,336.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,36,80049502000000000000004e2e,27,10572.409474849701,10572.409474849701,10572.409474849701,1562601729.0,0.0,,perform_trial,1.0,7cb9c552,,True
22,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,16.0,0.0017809447427444398,4.790118583304553e-05,3.0,1485.0,h-add,36.0,145.0,0.23999999999999996,,2019-07-08_11-14-41,True,0.0,,,2d1f15f4a83a44b6ab14c53539eb3bbb,"23_dropout=0,hidden_size=16,l1_reg=0.0017809,l2_reg=4.7901e-05,num_layers=3,opt_batch_per_epoch=1485,ssipp_teacher_heuristic=h-add,supervised_batch_size=36,target_rollouts_per_epoch=145",[],80049502000000000000004e2e,16,[],astar,1.0,,0.0017809447427444398,4.790118583304553e-05,1562609681.2041693,1562609681.204173,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_23_dropout=0,hidden_size=16,l1_reg=0.0017809,l2_reg=4.7901e-05,num_layers=3,opt_batch_per_epoch=1485,ssipp_teacher_h_2019-07-08_08-22-051dcwcyf8",80049502000000000000004e2e,3,169.229.222.160,0,3,1485,80049502000000000000004e2e,25944.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,36,80049502000000000000004e2e,145,10355.309351682663,10355.309351682663,10355.309351682663,1562609681.0,0.0,,perform_trial,1.0,2002f098,,True
23,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,,,,,,,,,,,,,,0.0,,,,"24_dropout=0,hidden_size=13,l1_reg=1.1877e-09,l2_reg=0.00012727,num_layers=3,opt_batch_per_epoch=1731,ssipp_teacher_heuristic=h-add,supervised_batch_size=32,target_rollouts_per_epoch=18",[],80049502000000000000004e2e,13,[],,,,1.1876510205215857e-09,0.00012726747906840048,0.0,-inf,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_24_dropout=0,hidden_size=13,l1_reg=1.1877e-09,l2_reg=0.00012727,num_layers=3,opt_batch_per_epoch=1731,ssipp_teacher__2019-07-08_08-37-16ippkc9_h",80049502000000000000004e2e,3,,0,3,1731,80049502000000000000004e2e,,0,0,0,0,,80049502000000000000004e2e,,h-add,ERROR,32,80049502000000000000004e2e,18,,,,,,,perform_trial,,24b88374,,True
24,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,13.0,1.1876510205215857e-09,0.00012726747906840048,3.0,1731.0,h-add,32.0,18.0,0.22666666666666666,,2019-07-08_11-29-45,True,0.0,,,8729ed91f0f84e47a23401142f145480,"25_dropout=0,hidden_size=13,l1_reg=1.1877e-09,l2_reg=0.00012727,num_layers=3,opt_batch_per_epoch=1731,ssipp_teacher_heuristic=h-add,supervised_batch_size=32,target_rollouts_per_epoch=18",[],80049502000000000000004e2e,13,[],astar,1.0,,1.1876510205215857e-09,0.00012726747906840048,1562610585.6505523,1562610585.6505547,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_25_dropout=0,hidden_size=13,l1_reg=1.1877e-09,l2_reg=0.00012727,num_layers=3,opt_batch_per_epoch=1731,ssipp_teacher__2019-07-08_08-43-431tfj40so",80049502000000000000004e2e,3,169.229.222.160,0,3,1731,80049502000000000000004e2e,25941.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,32,80049502000000000000004e2e,18,9961.925235271454,9961.925235271454,9961.925235271454,1562610585.0,0.0,,perform_trial,1.0,43bba128,,True
25,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,12.0,8.915293188937029e-05,0.6378983735837873,2.0,1960.0,h-add,32.0,40.0,0.0,,2019-07-08_11-44-08,True,0.0,,,646d91bec02843668db3ce4a7ec6eeff,"26_dropout=0,hidden_size=12,l1_reg=8.9153e-05,l2_reg=0.6379,num_layers=2,opt_batch_per_epoch=1960,ssipp_teacher_heuristic=h-add,supervised_batch_size=32,target_rollouts_per_epoch=40",[],80049502000000000000004e2e,12,[],astar,1.0,,8.915293188937029e-05,0.6378983735837873,1562611448.8722959,1562611448.8722975,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_26_dropout=0,hidden_size=12,l1_reg=8.9153e-05,l2_reg=0.6379,num_layers=2,opt_batch_per_epoch=1960,ssipp_teacher_heur_2019-07-08_08-53-02fratl0q1",80049502000000000000004e2e,3,169.229.222.160,0,2,1960,80049502000000000000004e2e,334.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,32,80049502000000000000004e2e,40,10266.142203569412,10266.142203569412,10266.142203569412,1562611448.0,0.0,,perform_trial,1.0,2a54b9a8,,True
26,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,21.0,4.123493270872575e-07,0.10348822466812327,3.0,1557.0,h-add,38.0,23.0,0.005555555555555555,,2019-07-08_11-54-47,True,0.0,,,8e2e06ad95fd40fc96d0fb8c822b7d78,"27_dropout=0,hidden_size=21,l1_reg=4.1235e-07,l2_reg=0.10349,num_layers=3,opt_batch_per_epoch=1557,ssipp_teacher_heuristic=h-add,supervised_batch_size=38,target_rollouts_per_epoch=23",[],80049502000000000000004e2e,21,[],astar,1.0,,4.123493270872575e-07,0.10348822466812327,1562612087.9350326,1562612087.9350338,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_27_dropout=0,hidden_size=21,l1_reg=4.1235e-07,l2_reg=0.10349,num_layers=3,opt_batch_per_epoch=1557,ssipp_teacher_heu_2019-07-08_09-02-10w0z3_486",80049502000000000000004e2e,3,169.229.222.160,0,3,1557,80049502000000000000004e2e,25946.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,38,80049502000000000000004e2e,23,10357.846387147903,10357.846387147903,10357.846387147903,1562612087.0,0.0,,perform_trial,1.0,77a6cf88,,True
27,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,11.0,0.0007347445836676745,0.32871914467837693,3.0,619.0,h-add,35.0,14.0,0.0,,2019-07-08_14-11-03,True,0.0,,,6db7e57e46324c3ebdc25e5f072c0716,"28_dropout=0,hidden_size=11,l1_reg=0.00073474,l2_reg=0.32872,num_layers=3,opt_batch_per_epoch=619,ssipp_teacher_heuristic=h-add,supervised_batch_size=35,target_rollouts_per_epoch=14",[],80049502000000000000004e2e,11,[],astar,1.0,,0.0007347445836676745,0.32871914467837693,1562620263.5685532,1562620263.5685565,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_28_dropout=0,hidden_size=11,l1_reg=0.00073474,l2_reg=0.32872,num_layers=3,opt_batch_per_epoch=619,ssipp_teacher_heur_2019-07-08_11-14-428thkdjhf",80049502000000000000004e2e,3,169.229.222.160,0,3,619,80049502000000000000004e2e,25052.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,35,80049502000000000000004e2e,14,10579.378517866135,10579.378517866135,10579.378517866135,1562620263.0,0.0,,perform_trial,1.0,bded8ac6,,True
28,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,19.0,1.7964994827825194e-06,0.18970272098222982,3.0,1373.0,h-add,38.0,24.0,0.0,,2019-07-08_14-25-38,True,0.0,,,ade6297b23a24b15bdcec1b0c78d4f71,"29_dropout=0,hidden_size=19,l1_reg=1.7965e-06,l2_reg=0.1897,num_layers=3,opt_batch_per_epoch=1373,ssipp_teacher_heuristic=h-add,supervised_batch_size=38,target_rollouts_per_epoch=24",[],80049502000000000000004e2e,19,[],astar,1.0,,1.7964994827825194e-06,0.18970272098222982,1562621138.832161,1562621138.832167,experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_29_dropout=0,hidden_size=19,l1_reg=1.7965e-06,l2_reg=0.1897,num_layers=3,opt_batch_per_epoch=1373,ssipp_teacher_heur_2019-07-08_11-29-47b5mk138_",80049502000000000000004e2e,3,169.229.222.160,0,3,1373,80049502000000000000004e2e,25948.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,38,80049502000000000000004e2e,24,10551.23448729515,10551.23448729515,10551.23448729515,1562621138.0,0.0,,perform_trial,1.0,4232175e,,True
