,__logger_started__,_checkpoint,_cmp_greater,_nonjson_fields,best_checkpoint_attr_value,best_result,checkpoint_at_end,checkpoint_freq,checkpoint_score_attr,config:dropout,config:hidden_size,config:l1_reg,config:l2_reg,config:learning_rate_steps,config:num_layers,config:opt_batch_per_epoch,config:ssipp_teacher_heuristic,config:supervised_batch_size,config:supervised_learning_rate,config:target_rollouts_per_epoch,coverage,coverage_by_name:experiments.ex_blocksworld,coverage_by_name:experiments.prob_blocksworld,custom_trial_name,date,done,dropout,episodes_total,error_file,experiment_id,experiment_tag,export_formats,extra_arg,hidden_size,history,hostname,iterations_since_restore,keep_checkpoints_num,l1_reg,l2_reg,last_debug,last_update_time,learning_rate_steps,local_dir,logdir,loggers,max_failures,node_ip,num_failures,num_layers,opt_batch_per_epoch,param_config,pid,resources:cpu,resources:extra_cpu,resources:extra_gpu,resources:gpu,result_logger,results,runner,ssipp_teacher_heuristic,status,supervised_batch_size,supervised_learning_rate,sync_function,target_rollouts_per_epoch,time_since_restore,time_this_iter_s,time_total_s,timestamp,timesteps_since_restore,timesteps_total,trainable_name,training_iteration,trial_id,upload_dir,verbose
10,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.25,20.0,0.0,1.3395619638316756e-05,[],2.0,1110.0,h-add,81.0,0.0011392066418997836,73.0,1.2055555555555555,0.20555555555555557,1.0,,2019-07-19_06-54-30,True,0.25,,,33c18cfa40114974a0e9719f314263a4,"11_dropout=0.25,hidden_size=20,l1_reg=0.0,l2_reg=1.3396e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=1110,ssipp_teacher_heuristic=h-add,supervised_batch_size=81,supervised_learning_rate=0.0011392,target_rollouts_per_epoch=73",[],80049502000000000000004e2e,20,[],astar,1.0,,0.0,1.3395619638316756e-05,1563544470.2920325,1563544470.2920363,[],experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_11_dropout=0.25,hidden_size=20,l1_reg=0.0,l2_reg=1.3396e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=_2019-07-19_00-13-497ci_ezf3",80049502000000000000004e2e,3,169.229.222.160,0,2,1110,80049502000000000000004e2e,27337.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,81,0.0011392066418997836,80049502000000000000004e2e,73,24039.217975139618,24039.217975139618,24039.217975139618,1563544470.0,0.0,,perform_trial,1.0,4144037a,,True
11,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.25,16.0,0.0,0.005667727220247048,[],2.0,744.0,h-add,94.0,0.00036595893430573764,108.0,1.1433333333333333,0.15,0.9933333333333334,,2019-07-19_07-34-33,True,0.25,,,9150780d9d614a389f506477f03fba44,"12_dropout=0.25,hidden_size=16,l1_reg=0.0,l2_reg=0.0056677,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=744,ssipp_teacher_heuristic=h-add,supervised_batch_size=94,supervised_learning_rate=0.00036596,target_rollouts_per_epoch=108",[],80049502000000000000004e2e,16,[],astar,1.0,,0.0,0.005667727220247048,1563546873.7326584,1563546873.7326622,[],experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_12_dropout=0.25,hidden_size=16,l1_reg=0.0,l2_reg=0.0056677,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=7_2019-07-19_00-32-31im0u7jwu",80049502000000000000004e2e,3,169.229.222.160,0,2,744,80049502000000000000004e2e,31076.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,94,0.00036595893430573764,80049502000000000000004e2e,108,25321.964201450348,25321.964201450348,25321.964201450348,1563546873.0,0.0,,perform_trial,1.0,c1bb984c,,True
12,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.25,20.0,0.0,3.8609079523376635e-05,[],2.0,635.0,h-add,69.0,0.001768328333456581,50.0,1.1255555555555556,0.12555555555555553,1.0,,2019-07-19_08-04-24,True,0.25,,,d34fafb5231f4d39a9674519b82448ce,"13_dropout=0.25,hidden_size=20,l1_reg=0.0,l2_reg=3.8609e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=635,ssipp_teacher_heuristic=h-add,supervised_batch_size=69,supervised_learning_rate=0.0017683,target_rollouts_per_epoch=50",[],80049502000000000000004e2e,20,[],astar,1.0,,0.0,3.8609079523376635e-05,1563548664.7163835,1563548664.7163856,[],experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_13_dropout=0.25,hidden_size=20,l1_reg=0.0,l2_reg=3.8609e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=_2019-07-19_01-03-19ims6bga_",80049502000000000000004e2e,3,169.229.222.160,0,2,635,80049502000000000000004e2e,27323.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,69,0.001768328333456581,80049502000000000000004e2e,50,25264.98252224922,25264.98252224922,25264.98252224922,1563548664.0,0.0,,perform_trial,1.0,5e3416fc,,True
13,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,19.0,0.0,1.0307805914858765e-05,[],2.0,779.0,h-add,103.0,0.0015221028047461907,67.0,1.21,0.21,1.0,,2019-07-19_08-23-49,True,0.0,,,c260c0a81a32477694b7eb9435733ec8,"14_dropout=0,hidden_size=19,l1_reg=0.0,l2_reg=1.0308e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=779,ssipp_teacher_heuristic=h-add,supervised_batch_size=103,supervised_learning_rate=0.0015221,target_rollouts_per_epoch=67",[],80049502000000000000004e2e,19,[],astar,1.0,,0.0,1.0307805914858765e-05,1563549829.2386436,1563549829.238645,[],experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_14_dropout=0,hidden_size=19,l1_reg=0.0,l2_reg=1.0308e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=779_2019-07-19_01-21-404shr28j1",80049502000000000000004e2e,3,169.229.222.160,0,2,779,80049502000000000000004e2e,26294.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,103,0.0015221028047461907,80049502000000000000004e2e,67,25328.93343615532,25328.93343615532,25328.93343615532,1563549829.0,0.0,,perform_trial,1.0,abd044ea,,True
14,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.25,18.0,0.0,6.252514004375157e-05,[],2.0,452.0,h-add,88.0,0.0024848171213819404,53.0,1.1400000000000001,0.14,1.0,,2019-07-19_08-35-15,True,0.25,,,84855b07ddc44758b4bd8b2c3854dd11,"15_dropout=0.25,hidden_size=18,l1_reg=0.0,l2_reg=6.2525e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=452,ssipp_teacher_heuristic=h-add,supervised_batch_size=88,supervised_learning_rate=0.0024848,target_rollouts_per_epoch=53",[],80049502000000000000004e2e,18,[],astar,1.0,,0.0,6.252514004375157e-05,1563550515.3533545,1563550515.353356,[],experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_15_dropout=0.25,hidden_size=18,l1_reg=0.0,l2_reg=6.2525e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=_2019-07-19_01-35-55yv97pg32",80049502000000000000004e2e,3,169.229.222.160,0,2,452,80049502000000000000004e2e,26299.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,88,0.0024848171213819404,80049502000000000000004e2e,53,25160.108971834183,25160.108971834183,25160.108971834183,1563550515.0,0.0,,perform_trial,1.0,3bd4b1d2,,True
15,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.25,18.0,0.0,1.1475291947394585e-05,[],2.0,610.0,h-add,55.0,0.0014134869340975244,80.0,1.1577777777777778,0.15777777777777774,1.0,,2019-07-19_13-28-41,True,0.25,,,1c9a6a299e684868b4871453546e6e8b,"16_dropout=0.25,hidden_size=18,l1_reg=0.0,l2_reg=1.1475e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=610,ssipp_teacher_heuristic=h-add,supervised_batch_size=55,supervised_learning_rate=0.0014135,target_rollouts_per_epoch=80",[],80049502000000000000004e2e,18,[],astar,1.0,,0.0,1.1475291947394585e-05,1563568121.719166,1563568121.7191687,[],experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_16_dropout=0.25,hidden_size=18,l1_reg=0.0,l2_reg=1.1475e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=_2019-07-19_06-54-31al5_2g2r",80049502000000000000004e2e,3,169.229.222.160,0,2,610,80049502000000000000004e2e,31087.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,55,0.0014134869340975244,80049502000000000000004e2e,80,23649.765791654587,23649.765791654587,23649.765791654587,1563568121.0,0.0,,perform_trial,1.0,396ba4d0,,True
16,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,19.0,0.0,1.8202583107762856e-05,[],2.0,430.0,h-add,58.0,0.002928511184760471,144.0,1.1022222222222222,0.10222222222222223,1.0,,2019-07-19_14-20-52,True,0.0,,,76c81a31e2ea4175ab7375702e6e2227,"17_dropout=0,hidden_size=19,l1_reg=0.0,l2_reg=1.8203e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=430,ssipp_teacher_heuristic=h-add,supervised_batch_size=58,supervised_learning_rate=0.0029285,target_rollouts_per_epoch=144",[],80049502000000000000004e2e,19,[],astar,1.0,,0.0,1.8202583107762856e-05,1563571252.0350013,1563571252.0350034,[],experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_17_dropout=0,hidden_size=19,l1_reg=0.0,l2_reg=1.8203e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=430_2019-07-19_07-34-35xbf00cyt",80049502000000000000004e2e,3,169.229.222.160,0,2,430,80049502000000000000004e2e,27916.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,58,0.002928511184760471,80049502000000000000004e2e,144,24376.628157138824,24376.628157138824,24376.628157138824,1563571252.0,0.0,,perform_trial,1.0,bbb7f6c4,,True
17,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,19.0,0.0,2.0749164602673028e-05,[],2.0,599.0,h-add,86.0,0.0024805218481004357,124.0,1.1388888888888888,0.1388888888888889,1.0,,2019-07-19_14-39-38,True,0.0,,,2601f2c1cc0747679fc9c06979dff8a2,"18_dropout=0,hidden_size=19,l1_reg=0.0,l2_reg=2.0749e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=599,ssipp_teacher_heuristic=h-add,supervised_batch_size=86,supervised_learning_rate=0.0024805,target_rollouts_per_epoch=124",[],80049502000000000000004e2e,19,[],astar,1.0,,0.0,2.0749164602673028e-05,1563572378.908542,1563572378.9085448,[],experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_18_dropout=0,hidden_size=19,l1_reg=0.0,l2_reg=2.0749e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=599_2019-07-19_08-04-25xk4mex5i",80049502000000000000004e2e,3,169.229.222.160,0,2,599,80049502000000000000004e2e,31079.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,86,0.0024805218481004357,80049502000000000000004e2e,124,23713.481122255325,23713.481122255325,23713.481122255325,1563572378.0,0.0,,perform_trial,1.0,54441ff8,,True
18,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.25,18.0,0.0,1.0401347939255811e-05,[],2.0,457.0,h-add,80.0,0.006449127077997594,121.0,1.1377777777777778,0.13777777777777775,1.0,,2019-07-19_15-06-17,True,0.25,,,26a5a7050c8447abb382cf6dec101dcd,"19_dropout=0.25,hidden_size=18,l1_reg=0.0,l2_reg=1.0401e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=457,ssipp_teacher_heuristic=h-add,supervised_batch_size=80,supervised_learning_rate=0.0064491,target_rollouts_per_epoch=121",[],80049502000000000000004e2e,18,[],astar,1.0,,0.0,1.0401347939255811e-05,1563573977.5430536,1563573977.5430543,[],experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_19_dropout=0.25,hidden_size=18,l1_reg=0.0,l2_reg=1.0401e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=_2019-07-19_08-23-49dvqooe6r",80049502000000000000004e2e,3,169.229.222.160,0,2,457,80049502000000000000004e2e,26301.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,80,0.006449127077997594,80049502000000000000004e2e,121,24147.84646844864,24147.84646844864,24147.84646844864,1563573977.0,0.0,,perform_trial,1.0,7f548152,,True
19,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,20.0,0.0,1.2932907087665047e-05,[],2.0,1096.0,h-add,55.0,0.0035540518701083434,66.0,1.1844444444444444,0.18444444444444444,1.0,,2019-07-19_15-20-16,True,0.0,,,27101b39a9784694985e38f2b0f7f5d8,"20_dropout=0,hidden_size=20,l1_reg=0.0,l2_reg=1.2933e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=1096,ssipp_teacher_heuristic=h-add,supervised_batch_size=55,supervised_learning_rate=0.0035541,target_rollouts_per_epoch=66",[],80049502000000000000004e2e,20,[],astar,1.0,,0.0,1.2932907087665047e-05,1563574816.043157,1563574816.0431576,[],experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_20_dropout=0,hidden_size=20,l1_reg=0.0,l2_reg=1.2933e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=109_2019-07-19_08-35-157_4m53jd",80049502000000000000004e2e,3,169.229.222.160,0,2,1096,80049502000000000000004e2e,31084.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,55,0.0035540518701083434,80049502000000000000004e2e,66,24300.255291461945,24300.255291461945,24300.255291461945,1563574816.0,0.0,,perform_trial,1.0,3552ef00,,True
20,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.25,20.0,0.0,1.1002232171034077e-05,[],2.0,702.0,h-add,67.0,0.0024722168635738073,76.0,1.1255555555555556,0.12555555555555556,1.0,,2019-07-19_20-16-41,True,0.25,,,a70ed214e27046529d91583d2c483924,"21_dropout=0.25,hidden_size=20,l1_reg=0.0,l2_reg=1.1002e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=702,ssipp_teacher_heuristic=h-add,supervised_batch_size=67,supervised_learning_rate=0.0024722,target_rollouts_per_epoch=76",[],80049502000000000000004e2e,20,[],astar,1.0,,0.0,1.1002232171034077e-05,1563592601.6334896,1563592601.6334925,[],experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_21_dropout=0.25,hidden_size=20,l1_reg=0.0,l2_reg=1.1002e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=_2019-07-19_13-28-43u4i3kha9",80049502000000000000004e2e,3,169.229.222.160,0,2,702,80049502000000000000004e2e,26295.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,67,0.0024722168635738073,80049502000000000000004e2e,76,24477.98055291176,24477.98055291176,24477.98055291176,1563592601.0,0.0,,perform_trial,1.0,ce4610d8,,True
21,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,19.0,0.0,1.5072714798182172e-05,[],2.0,725.0,h-add,84.0,0.004395347952921215,46.0,1.1477777777777778,0.14777777777777779,1.0,,2019-07-19_20-53-12,True,0.0,,,894bc959691a4f3d803ad1c35282c69f,"22_dropout=0,hidden_size=19,l1_reg=0.0,l2_reg=1.5073e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=725,ssipp_teacher_heuristic=h-add,supervised_batch_size=84,supervised_learning_rate=0.0043953,target_rollouts_per_epoch=46",[],80049502000000000000004e2e,19,[],astar,1.0,,0.0,1.5072714798182172e-05,1563594792.178728,1563594792.1787326,[],experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_22_dropout=0,hidden_size=19,l1_reg=0.0,l2_reg=1.5073e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=725_2019-07-19_14-20-53r0h__mq4",80049502000000000000004e2e,3,169.229.222.160,0,2,725,80049502000000000000004e2e,31073.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,84,0.004395347952921215,80049502000000000000004e2e,46,23538.039048671722,23538.039048671722,23538.039048671722,1563594792.0,0.0,,perform_trial,1.0,cd334ea8,,True
22,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.0,20.0,0.0,1.4480415944731271e-05,[],2.0,769.0,h-add,101.0,0.008654378472266848,89.0,1.1077777777777778,0.10777777777777778,1.0,,2019-07-19_21-17-48,True,0.0,,,073d871d0b72434988c490c7f8e0508a,"23_dropout=0,hidden_size=20,l1_reg=0.0,l2_reg=1.448e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=769,ssipp_teacher_heuristic=h-add,supervised_batch_size=101,supervised_learning_rate=0.0086544,target_rollouts_per_epoch=89",[],80049502000000000000004e2e,20,[],astar,1.0,,0.0,1.4480415944731271e-05,1563596268.2775738,1563596268.2775755,[],experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_23_dropout=0,hidden_size=20,l1_reg=0.0,l2_reg=1.448e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=769,_2019-07-19_14-39-396ykq30qj",80049502000000000000004e2e,3,169.229.222.160,0,2,769,80049502000000000000004e2e,27331.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,101,0.008654378472266848,80049502000000000000004e2e,89,23888.60108447075,23888.60108447075,23888.60108447075,1563596268.0,0.0,,perform_trial,1.0,171c0058,,True
23,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.1,20.0,0.0,1.1985452246530504e-05,[],2.0,669.0,h-add,122.0,0.009420746042926779,56.0,1.1400000000000001,0.14,1.0,,2019-07-19_21-38-14,True,0.1,,,639a2439556b4501880fe29bbc0b27be,"24_dropout=0.1,hidden_size=20,l1_reg=0.0,l2_reg=1.1985e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=669,ssipp_teacher_heuristic=h-add,supervised_batch_size=122,supervised_learning_rate=0.0094207,target_rollouts_per_epoch=56",[],80049502000000000000004e2e,20,[],astar,1.0,,0.0,1.1985452246530504e-05,1563597494.1786082,1563597494.1786091,[],experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_24_dropout=0.1,hidden_size=20,l1_reg=0.0,l2_reg=1.1985e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=6_2019-07-19_15-06-17ttody59c",80049502000000000000004e2e,3,169.229.222.160,0,2,669,80049502000000000000004e2e,31067.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,122,0.009420746042926779,80049502000000000000004e2e,56,23516.161191225052,23516.161191225052,23516.161191225052,1563597494.0,0.0,,perform_trial,1.0,b61fb8f0,,True
24,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.1,20.0,0.0,1.096783013009776e-05,[],2.0,708.0,h-add,76.0,0.003122837044185447,43.0,1.2044444444444444,0.20444444444444443,1.0,,2019-07-19_21-50-13,True,0.1,,,f2cd94af07f34608996934981cf82a8f,"25_dropout=0.1,hidden_size=20,l1_reg=0.0,l2_reg=1.0968e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=708,ssipp_teacher_heuristic=h-add,supervised_batch_size=76,supervised_learning_rate=0.0031228,target_rollouts_per_epoch=43",[],80049502000000000000004e2e,20,[],astar,1.0,,0.0,1.096783013009776e-05,1563598213.9850128,1563598213.9850137,[],experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_25_dropout=0.1,hidden_size=20,l1_reg=0.0,l2_reg=1.0968e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=7_2019-07-19_15-20-16s81g2qjk",80049502000000000000004e2e,3,169.229.222.160,0,2,708,80049502000000000000004e2e,27338.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,76,0.003122837044185447,80049502000000000000004e2e,43,23397.47244668007,23397.47244668007,23397.47244668007,1563598213.0,0.0,,perform_trial,1.0,6ed9200e,,True
25,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.25,18.0,0.0,1.1388872297971704e-05,[],2.0,697.0,h-add,116.0,0.006386525753267126,35.0,1.08,0.08,1.0,,2019-07-20_03-09-17,True,0.25,,,3149e93405f94a289f51497cce8dcea6,"26_dropout=0.25,hidden_size=18,l1_reg=0.0,l2_reg=1.1389e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=697,ssipp_teacher_heuristic=h-add,supervised_batch_size=116,supervised_learning_rate=0.0063865,target_rollouts_per_epoch=35",[],80049502000000000000004e2e,18,[],astar,1.0,,0.0,1.1388872297971704e-05,1563617357.1323118,1563617357.1323152,[],experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_26_dropout=0.25,hidden_size=18,l1_reg=0.0,l2_reg=1.1389e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=_2019-07-19_20-16-43wbob3260",80049502000000000000004e2e,3,169.229.222.160,0,2,697,80049502000000000000004e2e,27324.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,116,0.006386525753267126,80049502000000000000004e2e,35,24752.876891613007,24752.876891613007,24752.876891613007,1563617357.0,0.0,,perform_trial,1.0,62a2282e,,True
26,False,80049553000000000000008c0e7261792e74756e652e747269616c948c0a436865636b706f696e749493942981947d94288c0773746f72616765948c046469736b948c0576616c7565944e8c0b6c6173745f726573756c74947d9475622e,True,"['_checkpoint', 'loggers', 'sync_function', 'results', 'best_result', 'param_config', 'extra_arg']",-inf,80049502000000000000004e2e,False,0,training_iteration,0.25,18.0,0.0,1.1603555666762071e-05,[],2.0,714.0,h-add,92.0,0.005955750539126227,70.0,1.1144444444444443,0.11444444444444445,1.0,,2019-07-20_03-39-00,True,0.25,,,be9cea1a1eb1492289c9315e44708cdc,"27_dropout=0.25,hidden_size=18,l1_reg=0.0,l2_reg=1.1604e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=714,ssipp_teacher_heuristic=h-add,supervised_batch_size=92,supervised_learning_rate=0.0059558,target_rollouts_per_epoch=70",[],80049502000000000000004e2e,18,[],astar,1.0,,0.0,1.1603555666762071e-05,1563619140.226536,1563619140.2265425,[],experiment-results/tune/perform_trial,"experiment-results/tune/perform_trial/perform_trial_27_dropout=0.25,hidden_size=18,l1_reg=0.0,l2_reg=1.1604e-05,learning_rate_steps=(),num_layers=2,opt_batch_per_epoch=_2019-07-19_20-53-13doipvs66",80049502000000000000004e2e,3,169.229.222.160,0,2,714,80049502000000000000004e2e,31074.0,0,0,0,0,,80049502000000000000004e2e,,h-add,TERMINATED,92,0.005955750539126227,80049502000000000000004e2e,70,24345.96845984459,24345.96845984459,24345.96845984459,1563619140.0,0.0,,perform_trial,1.0,cc4f7b22,,True
